movieNm,naverScore
백엔의 사랑,8.54
리틀 디제이,8.54
신비아파트 극장판 하늘도깨비 대 요르문간드,8.54
4등,8.54
장고:분노의 추적자,8.54
람보 : 라스트 워,8.54
오싹한 연애,8.54
레드 스패로,8.54
골드,8.54
슈렉 2,8.54
빅쇼트,8.54
개구쟁이 스머프,8.53
트래쉬,8.53
중독노래방,8.53
몽타주,8.53
와호장룡,8.53
스파이더위크가의 비밀,8.53
극장판 포켓 몬스터 DP - 아르세우스 초극의 시공으로,8.53
악마는 사라지지 않는다,8.53
꿈의 제인,8.53
족구왕,8.53
덤 앤 더머,8.53
사우스포,8.52
내일을 위한 시간,8.52
혹성탈출: 반격의 서막,8.52
레디 플레이어 원,8.52
침묵의 목격자,8.52
강철중: 공공의 적 1-1,8.52
맨 프럼 어스,8.52
윈드 리버,8.52
더 킹: 헨리 5세,8.52
레이디 버드,8.52
모어 댄 블루,8.52
벨벳 골드마인,8.52
미드나잇 인 파리,8.52
엽문3: 최후의 대결,8.52
데드 맨 워킹,8.52
그녀,8.52
화씨 9/11,8.52
사랑할 때 버려야 할 아까운 것들,8.52
몬테 크리스토 백작,8.52
뉴 폴리스 스토리,8.52
도리를 찾아서,8.52
더 스파이,8.51
쩨쩨한 로맨스,8.51
로스트 인 더스트,8.51
너와 파도를 탈 수 있다면,8.51
엘리트 스쿼드,8.51
훌라 걸스,8.51
록키 호러 픽쳐 쇼,8.51
웜 바디스,8.51
러브 라이브! 더 스쿨 아이돌 무비,8.51
재심,8.51
지. 아이. 제인,8.51
더 콘서트,8.51
렛 미 인,8.51
마스터 앤드 커맨더: 위대한 정복자,8.51
오빠생각,8.51
세이프 헤이븐,8.51
극한직업,8.51
언페이스풀,8.50
블루 재스민,8.50
파퍼씨네 펭귄들,8.50
미 비포 유,8.50
BB 프로젝트,8.50
레드 드래곤,8.50
괴물의 아이,8.50
스탈린그라드: 최후의 전투,8.50
보리밭을 흔드는 바람,8.50
호빗: 다섯 군대 전투,8.50
"우리, 사랑일까요?",8.50
데어 윌 비 블러드,8.50
디 아더스,8.50
매치스틱 맨,8.50
양지의 그녀,8.50
아무르,8.50
위아 유어 프렌즈,8.49
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,8.49
남극의 쉐프,8.49
기생충,8.49
더 문,8.49
세인트 빈센트,8.49
데몰리션,8.49
호빗 : 스마우그의 폐허,8.48
"아이, 토냐",8.48
고백,8.48
메리에겐 뭔가 특별한 것이 있다,8.48
거꾸로 된 파테마,8.48
싱글 맨,8.48
아더와 미니모이: 제1탄 비밀 원정대의 출정,8.48
회복,8.48
식객,8.48
스틸 앨리스,8.48
목소리의 형태,8.48
디스커넥트,8.48
어톤먼트,8.48
아이언 마스크,8.47
졸업,8.47
그녀에게,8.47
킥 애스: 영웅의 탄생,8.47
로그 원: 스타워즈 스토리,8.47
메종 드 히미코,8.47
엔드 오브 왓치,8.47
분노의 질주: 더 오리지널,8.47
노매드랜드,8.47
아워 이디엇 브라더,8.47
내가 살인범이다,8.47
다크 시티,8.47
아비정전,8.47
바람의 전설,8.47
카3: 새로운 도전,8.47
당신이 사랑하는 동안에,8.47
아메리칸 갱스터,8.47
인사이더,8.47
셰익스피어 인 러브,8.47
이탈리안 잡,8.47
블랙 가스펠,8.47
나쁜 교육,8.46
"로봇, 소리",8.46
문영,8.46
앵그리 버드 2: 독수리 왕국의 침공,8.46
왓 위민 원트,8.46
일루셔니스트,8.46
헤이트풀8,8.46
와일드,8.46
레고 배트맨 무비,8.46
에어로너츠,8.46
블랙 위도우,8.46
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여~",8.46
로렌스 애니웨이 ,8.46
행복 목욕탕,8.46
영주,8.46
울프 콜,8.46
폰 부스,8.46
정글,8.46
리틀 프린세스 소피아: 신비한 섬,8.46
옥자,8.45
꽃보다 남자,8.45
컬러풀,8.45
국경의 남쪽,8.45
미스 페레그린과 이상한 아이들의 집,8.45
나비잠,8.45
럭키,8.45
슈퍼 사이즈 미,8.45
플레이스 비욘드 더 파인즈,8.45
밀크,8.45
네버다이 버터플라이,8.45
하트브레이커스,8.44
러브 라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,8.44
고녀석 맛나겠다2 : 함께라서 행복해,8.44
7년-그들이 없는 언론,8.44
탐정 : 더 비기닝,8.44
링,8.44
나는 부정한다,8.44
지옥의 묵시록,8.44
로봇,8.44
젠틀맨,8.44
명량,8.44
매직 아워,8.44
더 와이프,8.44
밀정,8.44
정글북,8.44
보이스,8.44
레고 무비,8.44
플루토에서 아침을,8.44
아웃 오브 아프리카,8.44
폭풍 속으로,8.44
위대한 개츠비,8.43
아쿠아마린,8.43
스파이 브릿지,8.43
허트 로커,8.43
금발이 너무해,8.43
머드,8.43
터미네이터: 다크 페이트,8.43
카페 벨에포크,8.43
레토,8.43
달마야 놀자,8.43
맘마미아!,8.43
명탐정 코난 : 화염의 해바라기,8.43
언브로큰,8.43
다이노 타임,8.43
500일의 썸머,8.43
위대한 유산,8.43
거북이 달린다,8.43
넘버 3,8.43
나이트 크롤러,8.42
어둠 속의 댄서,8.42
"고흐, 영원의 문에서",8.42
라스베가스에서만 생길 수 있는 일,8.42
시카리오: 데이 오브 솔다도,8.42
3:10 투 유마,8.42
마션,8.42
허니,8.42
베스트 오브 미,8.42
호빗 : 뜻밖의 여정,8.42
광대: 소리꾼 감독판,8.42
너의 결혼식,8.42
블랙머니,8.42
에놀라 홈즈,8.41
극장판 암살교실: 365일의 시간,8.41
스윙키즈,8.41
"괜찮아요, 미스터 브래드",8.41
노스페이스,8.41
라 비 앙 로즈,8.41
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,8.41
필라델피아,8.41
무명인,8.41
바이스,8.41
월레스와 그로밋 - 거대 토끼의 저주,8.41
킬러의 보디가드,8.41
시애틀의 잠 못 이루는 밤,8.41
실미도,8.41
타임 투 킬,8.41
소라닌,8.41
스니치,8.41
성실한 나라의 앨리스,8.41
트리플 9,8.41
노다메 칸타빌레 Vol.1,8.41
동경가족,8.41
머니볼,8.41
너의 췌장을 먹고 싶어,8.41
"혜화,동",8.41
너를 만난 여름,8.41
박스트롤,8.41
숀더쉽,8.40
슬픔보다 더 슬픈 이야기,8.40
리틀 포레스트: 여름과 가을,8.40
렌트,8.40
존 말코비치 되기,8.40
챔프,8.40
하나와 앨리스 : 살인사건,8.40
최강전사 미니특공대 : 영웅의 탄생,8.40
플로렌스,8.40
비우티풀,8.40
일주일간 친구,8.40
필로미나의 기적,8.40
품행 제로,8.40
데몰리션 맨,8.40
"오늘 밤, 로맨스 극장에서",8.40
셔터 아일랜드,8.40
밤쉘: 세상을 바꾼 폭탄선언,8.40
위험한 패밀리,8.40
새벽의 저주,8.40
어글리 트루스,8.40
캐리,8.40
리틀 포레스트2: 겨울과 봄,8.40
샬롯의 거미줄,8.40
앨빈과 슈퍼밴드 3,8.40
우리 형,8.40
명탐정 코난 : 감벽의 관,8.39
탐정: 리턴즈,8.39
패컬티,8.39
워터월드,8.39
헷지,8.39
내겐 너무 아찔한 그녀,8.39
엘라의 계곡,8.39
언터처블,8.39
영웅: 천하의 시작,8.39
우아한 거짓말,8.39
천재강아지 미스터 피바디,8.39
그랜드 부다페스트 호텔,8.39
미씽: 사라진 여자,8.39
바스터즈: 거친 녀석들,8.39
드림업,8.39
장화신은 고양이,8.39
제이슨 본,8.39
블레이드,8.39
닥터 슬립,8.39
레미제라블,8.38
천국보다 아름다운,8.38
히야,8.38
액트 오브 밸러: 최정예 특수부대,8.38
복수는 나의 것,8.38
하늘을 걷는 남자,8.38
케이온,8.38
레볼루셔너리 로드,8.38
레고 닌자고 무비,8.38
"달콤, 살벌한 연인",8.38
인 디 에어,8.38
오펀: 천사의 비밀,8.38
더블 타겟,8.38
러스트 앤 본,8.38
부활,8.38
완벽한 그녀에게 딱 한가지 없는 것,8.38
지렁이,8.38
마이 리틀 히어로,8.38
워 호스,8.38
거짓말,8.38
가족,8.38
태양의 제국,8.38
마이 파더,8.38
써드 퍼슨,8.37
스크림,8.37
스파이더맨: 파 프롬 홈,8.37
사쿠란,8.37
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,8.37
나잇 & 데이,8.37
레지던트 이블: 파멸의 날,8.37
뮨: 달의 요정,8.36
미성년,8.36
터널,8.36
냉정과 열정 사이,8.36
나의 결혼 원정기,8.36
옹박 - 무에타이의 후예,8.36
용의자,8.36
킹스맨: 골든 서클,8.36
리턴,8.36
개들의 섬,8.36
티파니에서 아침을,8.36
스파이더맨: 홈커밍,8.36
반칙왕,8.36
아쿠아맨,8.36
형,8.36
이다,8.36
주디,8.35
P.S 아이 러브 유,8.35
이파네마 소년,8.35
안도 타다오,8.35
드래프트 데이,8.35
초속5센티미터,8.35
유령 신부,8.35
덕혜옹주,8.35
홈,8.35
다가오는 것들,8.35
케빈에 대하여,8.35
수퍼 소닉,8.35
나의 첫 번째 슈퍼스타,8.34
낮술,8.34
신데렐라,8.34
이웃집 남자,8.34
어카운턴트,8.34
시절인연,8.34
아키라,8.34
우아한 세계,8.34
카모메 식당,8.34
프리즌 이스케이프,8.34
해피 엔드,8.34
한 번 더 해피엔딩,8.34
닌자터틀 : 어둠의 히어로,8.34
페어 러브,8.34
할렐루야,8.34
파운더,8.34
상하이,8.33
셰이프 오브 워터: 사랑의 모양,8.33
라운더스,8.33
보이 걸 씽,8.33
아틱,8.33
토르: 다크 월드,8.33
굿모닝 에브리원,8.33
팬텀 스레드,8.33
우리도 사랑일까,8.33
마지막선물...귀휴,8.33
그린치,8.33
모가디슈,8.33
1919 유관순,8.33
우리들의 헤어진 여자친구,8.33
암수살인,8.33
Mr. 히치 - 당신을 위한 데이트 코치,8.33
오멘,8.33
50/50,8.33
현기증,8.32
바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,8.32
불청객,8.32
월요일이 사라졌다,8.32
강철비,8.32
"좋아해, 너를",8.32
비비안 마이어를 찾아서,8.32
싱글라이더,8.32
롱기스트 야드,8.32
프로포즈 데이,8.32
마음이 외치고 싶어해,8.32
극장판 도라에몽: 진구의 우주영웅기~스페이스 히어로즈~,8.32
시카리오: 암살자의 도시,8.32
스폰지밥3D,8.32
원챈스,8.32
검은 사제들,8.32
이스케이프 플랜,8.32
들개,8.32
리스본행 야간열차,8.32
우리 집에 왜 왔니,8.32
유레루,8.32
슈퍼 빼꼼: 스파이 대작전,8.32
블루 발렌타인,8.32
노미오와 줄리엣,8.31
런어웨이,8.31
천년여우,8.31
어벤져스: 에이지 오브 울트론,8.31
매그놀리아,8.31
내 인생의 마지막 변화구,8.31
킹스 스피치,8.31
마야,8.31
더 콜,8.31
몬스터 패밀리,8.31
파프리카,8.31
헝거게임: 캣칭 파이어,8.31
18 : 우리들의 성장 느와르,8.31
제보자,8.31
위 워 솔저스,8.31
패터슨,8.30
특별수사: 사형수의 편지,8.30
주유소 습격사건,8.30
나 없는 내 인생,8.30
엑시트,8.30
파파로티,8.30
킬러들의 수다,8.30
유스,8.30
그래비티,8.30
신은 죽지 않았다 3: 어둠 속의 빛,8.30
나를 찾아줘,8.30
리오 2,8.30
튼튼이의 모험,8.30
나우 유 씨 미 2,8.30
킬 빌 - 1부,8.30
에너미 라인스,8.29
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,8.29
옹박 - 두번째 미션,8.29
우리가 꿈꾸는 기적: 인빅터스,8.29
로드 투 퍼디션,8.29
헤어스프레이,8.29
김종욱 찾기,8.29
무인 곽원갑,8.29
메기,8.29
겟 아웃,8.29
폭력의 법칙: 나쁜 피 두 번째 이야기,8.29
"안녕, 형아",8.29
덩케르크,8.29
프로스트 VS 닉슨,8.29
비밀,8.29
앨빈과 슈퍼밴드: 악동 어드벤처,8.29
황색 눈물,8.29
캐리비안의 해적: 죽은 자는 말이 없다,8.28
더 테러 라이브,8.28
분노의 질주,8.28
앵그리버드 더 무비,8.28
미라클 프롬 헤븐,8.28
고스트버스터즈,8.28
모짜르트와 고래,8.28
더 재킷,8.28
쏘우 2,8.28
데인저러스 메소드,8.28
씬 시티,8.28
향수 - 어느 살인자의 이야기,8.28
신기전,8.28
램페이지,8.28
라이온 킹,8.28
시간 여행자의 아내,8.28
메이즈 러너,8.28
7급 공무원,8.28
나의 특별한 사랑 이야기,8.28
사도,8.28
엔젤 해즈 폴른,8.28
트루 로맨스,8.27
컨테이젼,8.27
데스 노트 - 라스트 네임,8.27
쓰리 데이즈,8.27
데스티네이션,8.27
저수지의 개들,8.27
해적: 바다로 간 산적,8.27
양자물리학,8.27
원티드,8.27
"바람의 검, 신선조",8.27
노아의 방주: 남겨진 녀석들,8.27
인크레더블 헐크,8.27
살아남은 아이,8.27
칠드런 오브 맨,8.27
버드맨,8.27
콜드 워,8.27
공조,8.26
스탠리의 도시락,8.26
크래쉬,8.26
삼진그룹 영어토익반,8.26
청년경찰,8.26
이퀄스,8.26
아이 인 더 스카이,8.26
미스터 캣,8.26
판타스틱 소녀 백서,8.26
문호 스트레이독스 [데드애플],8.26
프라임 러브,8.26
컨택트,8.26
바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,8.26
좋아해줘,8.26
거울나라의 앨리스,8.26
브라더스,8.25
이별계약,8.25
장사리 : 잊혀진 영웅들,8.25
사랑할 때 이야기하는 것들,8.25
하늘에서 음식이 내린다면,8.25
슈퍼미니,8.25
시간,8.25
종려나무 숲,8.25
벤허,8.25
피터와 드래곤,8.25
우리의 20세기,8.25
판의 미로 - 오필리아와 세 개의 열쇠,8.24
오블리비언,8.24
아메리칸 싸이코,8.24
무지개 여신,8.24
구스범스,8.24
레드카펫,8.24
불량 공주 모모코,8.24
크리스마스 캐롤,8.24
서약,8.24
아이스 에이지 4: 대륙 이동설,8.24
컬러풀 웨딩즈,8.24
마루 밑 아리에티,8.24
미스터 노바디,8.24
나의 PS 파트너,8.24
올 이즈 로스트,8.23
원 데이,8.23
내안의 그놈,8.23
신은 죽지 않았다 2,8.23
타임 패러독스,8.23
댄 인 러브,8.23
비기너스,8.23
아르고,8.23
클라우드 아틀라스,8.23
허비 - 첫 시동을 걸다,8.23
화벽,8.23
메소드,8.23
여고괴담 두번째 이야기,8.23
컨저링 2,8.23
포화 속으로,8.23
디파이언스,8.22
일루셔니스트,8.22
69 식스티 나인,8.22
파더 앤 도터,8.22
제로 다크 서티,8.22
월스트리트: 분노의 복수,8.22
"연애, 그 참을 수 없는 가벼움",8.22
벼랑 위의 포뇨,8.22
마이펫 오지,8.22
월드워Z,8.22
거북이는 의외로 빨리 헤엄친다,8.22
폼포코 너구리 대작전,8.22
"그래, 가족",8.22
멋진 악몽,8.22
페넬로피,8.22
발레 교습소,8.22
베티블루 37.2,8.22
노인을 위한 나라는 없다,8.22
멋진 하루,8.22
저 산 너머,8.22
팬도럼,8.22
인투 더 스톰,8.22
철콘 근크리트,8.21
빅 아이즈,8.21
엑스맨 2 - 엑스투,8.21
엑스맨 탄생: 울버린,8.21
봄날의 곰을 좋아하세요?,8.21
말레피센트,8.21
무산일기,8.21
인랑,8.21
캐리비안의 해적 - 세상의 끝에서,8.21
사랑을 놓치다,8.21
체인지,8.21
럭키 넘버 슬레븐,8.21
마녀,8.21
전우치,8.21
서양골동양과자점 앤티크,8.21
판도라,8.21
마지막 4중주,8.21
해리 포터와 죽음의 성물 - 1부,8.21
비포 미드나잇,8.20
클루리스,8.20
팅커 테일러 솔저 스파이,8.20
경계선,8.20
1번가의 기적,8.20
저지 걸,8.20
오! 브라더스,8.20
코어,8.20
킹스글레이브: 파이널 판타지 XV,8.20
파가니니: 악마의 바이올리니스트,8.20
아이스 에이지: 지구 대충돌,8.20
내게 남은 사랑을,8.20
577 프로젝트,8.20
데드풀,8.20
21 그램,8.20
천일의 스캔들,8.20
아나콘다,8.20
짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,8.20
해피 데스데이,8.19
환절기,8.19
프랑켄위니,8.19
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,8.19
플란다스의 개,8.19
이스턴 프라미스,8.19
스타트렉 비욘드,8.19
"화성 아이, 지구 아빠",8.19
브리짓 존스의 일기 - 열정과 애정,8.19
나의 사적인 여자친구,8.19
와일드 테일즈: 참을 수 없는 순간,8.19
셰임,8.19
더 테너 리리코 스핀토,8.19
디스 민즈 워,8.19
록키 4,8.19
프릭스,8.19
셜록 홈즈,8.19
나쁜 녀석들 2,8.19
터미네이터: 미래전쟁의 시작,8.19
스워드피쉬,8.19
몬스터 호텔,8.19
엑스맨: 아포칼립스,8.18
퀸카로 살아남는 법,8.18
4월 이야기,8.18
클로저,8.18
기억의 밤,8.18
고령화 가족,8.18
맨 인 블랙 3,8.18
사일런스,8.18
더 임파서블,8.18
리미트리스,8.18
안나 카레니나,8.18
라파예트,8.18
간츠: 오,8.18
링컨 차를 타는 변호사,8.18
하트 오브 더 씨,8.18
잠깐만 회사 좀 관두고 올게,8.18
신비한 동물사전,8.18
런,8.18
슬리피 할로우,8.18
스카우트,8.18
황시,8.18
바람의 검심 : 교토 대화재편,8.18
인디펜던스 데이,8.18
고질라 VS. 콩,8.18
아델라인 : 멈춰진 시간,8.17
디센던트,8.17
클라우즈 오브 실스마리아,8.17
바람의 파이터,8.17
마더,8.17
호튼,8.17
터키,8.17
맨 프롬 UNCLE,8.17
폭스캐처,8.17
워터호스,8.17
꾸뻬씨의 행복여행,8.17
언어의 정원,8.17
작전명 발키리,8.17
아나키스트,8.17
127 시간,8.17
무언의 목격자,8.17
메리 포핀스 리턴즈,8.16
마을에 부는 산들바람,8.16
로마 위드 러브,8.16
신암행어사,8.16
플랜맨,8.16
천사와 악마,8.16
쏘우,8.16
테넷,8.16
진주 귀걸이를 한 소녀,8.16
불량남녀,8.16
콰이어트 플레이스 2,8.16
인사이드 르윈,8.15
내 첫사랑을 너에게 바친다,8.15
어디선가 누군가에 무슨 일이 생기면 틀림없이 나타난다 홍반장,8.15
원라인,8.15
핫 칙,8.15
프란시스 하,8.15
차일드 44,8.15
귀 없는 토끼,8.15
사랑보다 아름다운 유혹,8.15
올드 가드,8.15
킥 애스 2: 겁 없는 녀석들,8.15
저스트 라이크 헤븐,8.15
